molecule,p_Pa,T_K_ours,fugacity_coeff_ours,absolute_molec_uc_ours,absolute_molec_uc_err95_ours,absolute_mol_kg_ours,absolute_mol_kg_err95_ours,excess_mol_kg_ours,excess_mol_kg_err95_ours,acc_insertion_ours,acc_deletion_ours,cycles_init_ours,cycles_prod_ours,finished_ours,T_K_ref,fugacity_coeff_ref,absolute_molec_uc_ref,absolute_molec_uc_err95_ref,absolute_mol_kg_ref,absolute_mol_kg_err95_ref,excess_mol_kg_ref,excess_mol_kg_err95_ref,acc_insertion_ref,acc_deletion_ref,cycles_init_ref,cycles_prod_ref,finished_ref,delta_molec_uc,tol_molec_uc,pass
CO2,1000000.0,323.0,1.0,113.39612,0.7972402244,11.7169567034,0.0823769737,11.5885500492,0.0823769737,0.2186261861859742,0.21860568125067278,25000,50000,True,323.0,1.0,113.68454,0.3357951266,11.7467584695,0.0346969275,11.6183518154,0.0346969275,0.21737830061127889,0.2177045442732537,25000,50000,True,-0.2884200000000021,0.8650724492490051,True
